@RELATION svm_speech_non_speech
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {speech,non_speech}

@DATA
0.036105,0.014832,3.281280,0.084386,0.145514,0.101500,0.003404,0.052178,-28.498253,1.721179,-0.725677,1.306237,-0.390763,0.227379,0.408506,-0.514111,-1.550432,-0.484480,-0.037693,0.104822,-0.138220,0.002153,0.000822,0.077436,0.004482,0.002124,0.001673,0.001821,0.000358,0.000391,0.005085,0.000622,0.000139,0.021502,0.000159,0.000037,0.000071,-0.001431,-0.002019,-0.000327,0.000010,0.000408,0.120681,-0.010075,-0.021254,-0.001675,0.005922,0.002691,0.004957,-0.009720,-0.011897,0.002298,0.000377,0.004544,0.001992,-0.000146,-0.000002,-0.002377,-0.000487,-0.000018,-0.000039,-0.000032,0.000001,-0.000011,-0.000022,-0.000074,-0.000003,-0.000644,0.009654,0.016535,0.123974,0.022688,0.037745,0.110310,0.006870,0.016024,1.817751,0.971262,0.530078,0.528180,0.309240,0.255548,0.257926,0.255337,0.286325,0.158158,0.167836,0.131612,0.139528,0.001613,0.001785,0.050568,0.003665,0.001203,0.001149,0.004113,0.000782,0.000498,0.002827,0.000526,0.000351,0.013693,0.006721,0.011128,0.176020,0.023839,0.040558,0.081491,0.009290,0.013491,1.860836,0.833333,0.516916,0.542724,0.502008,0.349163,0.337763,0.343279,0.220099,0.257058,0.270882,0.184369,0.213740,0.001210,0.002543,0.040618,0.003209,0.000532,0.001151,0.005730,0.001133,0.000526,0.003608,0.000445,0.000465,0.010312,non_speech
0.016436,0.087796,3.310363,0.095676,0.202813,0.007167,0.003549,0.025250,-25.766221,3.615625,-0.021627,0.469826,0.042847,0.129883,0.177023,-0.614704,-1.218827,-0.643696,-0.047327,0.064951,-0.291968,0.005312,0.000073,0.206075,0.011092,0.002600,0.001277,0.001233,0.000070,0.000265,0.000887,0.001415,0.000089,0.056435,-0.000363,-0.002553,-0.000575,0.000350,0.001504,0.000011,0.000134,0.000000,-0.115246,0.042411,0.047539,-0.024934,-0.007497,0.019657,-0.004174,0.002989,0.001309,-0.005868,0.004453,-0.000663,-0.002058,0.000178,-0.000002,0.003557,0.000166,0.000091,0.000001,0.000036,-0.000001,0.000002,-0.000044,0.000039,0.000000,0.000973,0.004264,0.035952,0.006282,0.018202,0.015961,0.004556,0.002726,0.003420,0.967456,0.568225,0.291616,0.233656,0.229970,0.160556,0.228851,0.167520,0.138477,0.135075,0.119458,0.107541,0.088999,0.001417,0.000034,0.039701,0.002201,0.000708,0.000310,0.000368,0.000064,0.000087,0.000367,0.000516,0.000039,0.010961,0.003292,0.015372,0.007970,0.030674,0.021420,0.007774,0.003531,0.002587,1.291563,0.956450,0.303170,0.321664,0.386072,0.240512,0.358740,0.284609,0.197784,0.231206,0.177836,0.141191,0.137518,0.001852,0.000057,0.023214,0.002469,0.000884,0.000477,0.000556,0.000100,0.000139,0.000398,0.000559,0.000065,0.006394,non_speech
0.014530,0.064484,3.309459,0.100603,0.212468,0.007733,0.003856,0.024002,-26.277570,3.762548,0.072394,0.364989,0.076456,0.173946,0.092779,-0.597526,-1.152998,-0.638940,-0.071653,0.028907,-0.296437,0.005707,0.000073,0.225543,0.012223,0.002925,0.001355,0.001368,0.000060,0.000296,0.000831,0.001636,0.000101,0.061770,-0.000147,-0.004003,0.000124,0.002089,0.002361,0.000441,0.000154,-0.000408,-0.008675,-0.035185,0.026062,-0.024106,0.006110,0.000284,-0.024582,-0.001258,0.014255,0.003855,-0.003792,-0.011305,-0.004001,0.000044,0.000002,0.002099,0.000279,0.000042,0.000006,0.000001,0.000002,0.000009,-0.000004,0.000026,0.000004,0.000573,0.004174,0.028154,0.007382,0.017375,0.016331,0.004149,0.003043,0.003950,1.022277,0.601100,0.267787,0.240726,0.218783,0.162652,0.211582,0.155873,0.138781,0.126112,0.107358,0.100722,0.092942,0.001229,0.000036,0.036797,0.003073,0.000995,0.000419,0.000411,0.000048,0.000099,0.000191,0.000604,0.000046,0.010156,0.002955,0.011528,0.010441,0.028039,0.019019,0.006966,0.004412,0.003934,1.348613,0.997741,0.381556,0.375934,0.392993,0.254267,0.290163,0.268452,0.174602,0.232019,0.163950,0.120344,0.146329,0.001304,0.000064,0.022142,0.004261,0.001566,0.000627,0.000676,0.000076,0.000165,0.000257,0.000793,0.000080,0.006118,non_speech
0.012171,0.111856,3.303154,0.145408,0.270903,0.014638,0.004359,0.011093,-25.754047,3.779922,0.569800,0.361411,0.049045,0.115247,-0.227917,-0.566763,-0.782473,-0.573891,-0.292390,-0.166385,-0.298689,0.007075,0.000085,0.289039,0.016631,0.004041,0.001404,0.001611,0.000050,0.000369,0.000974,0.002109,0.000123,0.079169,0.000011,-0.006020,0.000070,0.002190,0.001585,0.000439,0.000093,0.000000,0.010689,-0.055447,-0.005549,0.005642,-0.000797,-0.013501,-0.012987,-0.000609,0.009315,0.003081,-0.007689,-0.012057,-0.003108,0.000013,0.000002,0.000325,0.000082,-0.000008,-0.000002,-0.000024,0.000002,0.000004,-0.000011,-0.000009,0.000002,0.000089,0.001795,0.059772,0.008828,0.021883,0.019007,0.007417,0.003590,0.002764,1.117822,0.646949,0.160481,0.119883,0.132330,0.138251,0.092268,0.081320,0.077529,0.072801,0.099045,0.087035,0.060778,0.001987,0.000049,0.013374,0.005143,0.001652,0.000538,0.000600,0.000052,0.000137,0.000310,0.001029,0.000062,0.003803,0.001849,0.025613,0.011361,0.022686,0.010714,0.010235,0.004962,0.002814,1.656945,1.105142,0.252556,0.170756,0.239921,0.222207,0.122827,0.129794,0.080579,0.120502,0.141786,0.101387,0.101038,0.002928,0.000082,0.012345,0.005954,0.002167,0.000673,0.000904,0.000081,0.000205,0.000389,0.001082,0.000104,0.003534,non_speech
0.034086,0.016089,3.273114,0.093371,0.159694,0.078666,0.004338,0.047754,-28.792372,1.776320,-0.538684,1.199379,-0.483706,0.219646,0.298790,-0.516307,-1.438379,-0.492772,-0.104550,0.062114,-0.143930,0.002650,0.000971,0.095010,0.004801,0.002136,0.001632,0.001862,0.000998,0.000324,0.004749,0.000891,0.000174,0.026309,0.000340,0.000030,0.000228,-0.001031,-0.002293,-0.000014,0.000037,0.000431,0.141843,-0.038813,-0.036296,0.010377,0.000248,0.004033,0.013689,-0.014548,-0.020534,0.004717,0.012937,0.009578,0.001224,-0.000117,0.000000,-0.005434,-0.000165,-0.000026,0.000005,-0.000030,0.000001,-0.000002,0.000040,-0.000063,-0.000001,-0.001493,0.011484,0.018629,0.152575,0.027785,0.054295,0.084135,0.009279,0.023311,3.048022,1.213585,0.634095,0.497714,0.475634,0.284186,0.279109,0.238733,0.391120,0.183396,0.142628,0.175913,0.158800,0.002309,0.001967,0.082172,0.003471,0.001022,0.000935,0.003914,0.003401,0.000337,0.003153,0.000808,0.000491,0.022302,0.005942,0.012431,0.218889,0.029427,0.047982,0.047064,0.012992,0.012936,1.784420,0.812616,0.631518,0.453351,0.582144,0.347172,0.412193,0.356726,0.207958,0.282418,0.189952,0.181632,0.192042,0.001457,0.002775,0.041336,0.001830,0.000633,0.001028,0.005397,0.004752,0.000436,0.003442,0.000689,0.000697,0.010396,non_speech
0.016028,0.085042,3.311453,0.092125,0.196585,0.007068,0.003890,0.025726,-25.848362,3.702726,-0.052259,0.415335,0.059414,0.150300,0.175352,-0.619565,-1.209543,-0.629681,-0.048119,0.034679,-0.284715,0.005342,0.000073,0.209074,0.011168,0.002544,0.001382,0.001458,0.000074,0.000281,0.000825,0.001461,0.000094,0.057254,-0.000408,-0.004192,0.000397,0.000881,0.001672,0.000181,0.000038,0.000000,-0.086934,0.013493,0.035834,-0.010207,0.001776,0.008874,-0.010482,0.002791,0.013474,0.002681,-0.006080,-0.001885,0.004833,0.000228,0.000001,0.003966,0.000372,0.000040,0.000018,0.000204,-0.000003,0.000006,0.000015,0.000051,0.000002,0.001078,0.004258,0.035076,0.004886,0.020472,0.019218,0.004732,0.003033,0.003013,0.866615,0.617201,0.280250,0.223398,0.239169,0.157404,0.234222,0.167586,0.129723,0.134785,0.113069,0.085252,0.115603,0.001574,0.000032,0.039533,0.002583,0.000573,0.000309,0.000944,0.000066,0.000090,0.000195,0.000343,0.000039,0.010895,0.003132,0.014294,0.006194,0.032459,0.025448,0.007800,0.004292,0.003395,1.314516,1.023580,0.335245,0.335086,0.404344,0.242641,0.385654,0.281822,0.182210,0.223046,0.178361,0.135372,0.184125,0.001764,0.000055,0.024067,0.002828,0.000776,0.000469,0.000960,0.000095,0.000142,0.000284,0.000423,0.000065,0.006621,non_speech
0.026350,0.014206,3.283774,0.100918,0.183830,0.078414,0.005998,0.038407,-30.335797,2.378161,-0.041888,0.783201,-0.362924,0.346748,-0.005210,-0.474477,-1.201473,-0.549486,-0.170134,0.017601,-0.231685,0.004742,0.001247,0.177389,0.009377,0.003055,0.001794,0.002020,0.000322,0.000459,0.004136,0.001300,0.000196,0.048795,0.000601,0.000128,0.000183,-0.002271,-0.003874,-0.000512,0.000029,0.000862,0.106952,-0.016858,-0.033121,0.056222,-0.034039,0.000879,0.016310,0.017984,-0.016924,-0.009097,0.000157,0.012709,0.008337,-0.000104,0.000011,-0.004103,-0.000278,-0.000072,-0.000022,-0.000027,-0.000006,-0.000015,0.000325,-0.000046,-0.000005,-0.001122,0.009254,0.016366,0.098870,0.019873,0.029659,0.084493,0.011209,0.016116,2.379633,1.249781,0.383895,0.397443,0.299152,0.227015,0.202707,0.179376,0.252560,0.146155,0.122320,0.129354,0.114737,0.002052,0.002181,0.057915,0.004786,0.001160,0.001089,0.003330,0.000760,0.000494,0.002865,0.000614,0.000413,0.015804,0.006010,0.011540,0.141109,0.024160,0.023429,0.056054,0.015577,0.012424,2.267105,1.189258,0.401637,0.283567,0.429929,0.329544,0.313015,0.284475,0.190075,0.240643,0.177609,0.190760,0.162649,0.001681,0.003107,0.037643,0.003960,0.000860,0.001323,0.004683,0.001118,0.000589,0.004363,0.000728,0.000583,0.009931,non_speech
0.021336,0.051000,3.311395,0.084619,0.175336,0.006233,0.002489,0.032668,-26.154036,3.179806,-0.480906,0.957030,-0.099616,0.030322,0.394488,-0.672223,-1.332211,-0.652139,0.003020,0.133669,-0.295940,0.004107,0.000111,0.164712,0.008682,0.002011,0.001441,0.001110,0.000103,0.000232,0.002384,0.001174,0.000077,0.045064,-0.000635,-0.003077,-0.000042,0.000237,0.001556,-0.000053,0.000009,-0.000681,-0.113316,0.053467,0.042299,-0.029061,0.009750,0.000389,0.004960,0.014056,0.001755,-0.007301,-0.000664,-0.000915,0.001658,0.000133,-0.000005,0.004862,0.000320,0.000060,-0.000021,0.000029,-0.000003,0.000001,-0.000087,0.000053,-0.000000,0.001334,0.004050,0.022096,0.005870,0.018712,0.023115,0.003811,0.001794,0.006668,0.855898,0.563074,0.429092,0.386025,0.341226,0.195299,0.299863,0.208333,0.112952,0.147841,0.149561,0.144450,0.122787,0.001045,0.000061,0.038202,0.002025,0.000543,0.000284,0.000256,0.000082,0.000064,0.001251,0.000401,0.000030,0.010507,0.002977,0.009298,0.008609,0.031314,0.034963,0.006484,0.002484,0.002967,0.953927,0.838629,0.538541,0.580230,0.579522,0.303393,0.479822,0.341546,0.149787,0.233490,0.237226,0.202841,0.193810,0.001217,0.000074,0.021926,0.002052,0.000584,0.000382,0.000380,0.000114,0.000107,0.001519,0.000499,0.000051,0.006021,non_speech
0.032770,0.014744,3.295849,0.091262,0.159428,0.070403,0.004324,0.049819,-28.540575,1.866411,-0.373339,1.184599,-0.402683,0.189125,0.275514,-0.560121,-1.415237,-0.569434,-0.085786,0.114561,-0.136783,0.002974,0.000671,0.117880,0.006616,0.001969,0.001734,0.001322,0.000345,0.000308,0.005056,0.000844,0.000099,0.032352,0.000374,0.000051,-0.000055,-0.000929,-0.001303,-0.000199,0.000041,0.000000,0.059032,-0.004082,-0.020335,0.022090,0.006919,0.001523,0.010214,-0.003211,-0.006428,0.002893,0.007607,0.004553,-0.003985,-0.000045,-0.000002,-0.002684,-0.000262,-0.000019,-0.000013,0.000005,0.000001,-0.000006,0.000032,0.000000,-0.000003,-0.000737,0.014222,0.017418,0.058359,0.020374,0.043756,0.084995,0.008342,0.022354,2.606139,1.382211,0.403753,0.552768,0.436228,0.249116,0.229679,0.261888,0.257053,0.161076,0.121101,0.168877,0.152328,0.001926,0.000751,0.077513,0.004316,0.000688,0.001663,0.001453,0.000925,0.000202,0.004572,0.000533,0.000131,0.021147,0.007258,0.010518,0.084504,0.034368,0.055141,0.065974,0.011833,0.013162,1.513288,0.856930,0.473905,0.519702,0.504487,0.312732,0.305042,0.325755,0.223920,0.247465,0.189698,0.239698,0.175198,0.001270,0.000798,0.040588,0.001930,0.000489,0.001995,0.002043,0.001347,0.000230,0.006010,0.000385,0.000164,0.010985,non_speech
0.045803,0.027983,3.257545,0.085232,0.126795,0.115672,0.005808,0.064383,-27.189182,0.280637,-1.225643,1.255998,-0.611291,0.334851,0.346095,-0.357904,-1.603013,-0.536605,-0.081518,0.104401,-0.113274,0.001285,0.001761,0.026452,0.001891,0.001448,0.001938,0.001762,0.000995,0.000674,0.006875,0.000590,0.000387,0.007909,0.000386,0.000342,0.000218,-0.000602,-0.002106,0.000251,0.000070,0.000862,0.086661,-0.056218,-0.013303,0.015843,-0.016566,0.018938,-0.006576,0.005308,-0.009857,0.004152,-0.004676,-0.003261,0.011750,-0.000081,0.000023,-0.002463,-0.000229,-0.000037,0.000004,-0.000003,0.000004,-0.000004,0.000236,-0.000021,-0.000001,-0.000668,0.014690,0.034650,0.193883,0.016264,0.031494,0.141430,0.014850,0.017992,2.796482,1.573800,0.480076,0.595555,0.468389,0.379851,0.377672,0.292528,0.390049,0.245371,0.147363,0.187381,0.168028,0.002369,0.002833,0.030361,0.002494,0.001190,0.001466,0.003691,0.002681,0.001281,0.003545,0.001537,0.001357,0.007903,0.010028,0.022979,0.270916,0.022944,0.043709,0.087144,0.020328,0.010592,1.809284,0.826073,0.506078,0.639506,0.611968,0.414061,0.454955,0.409610,0.433316,0.277963,0.204644,0.248843,0.181836,0.002700,0.003833,0.014978,0.001598,0.000880,0.001450,0.004545,0.003647,0.001407,0.004328,0.002089,0.001893,0.004263,non_speech
0.048707,0.036399,3.274879,0.089760,0.121648,0.205800,0.004984,0.075386,-25.607225,-0.042095,-0.534896,1.274363,-0.629988,0.491319,0.209708,-0.293430,-1.654827,-0.517042,-0.073089,0.143942,-0.052087,0.000946,0.001904,0.028893,0.001649,0.001981,0.001987,0.002144,0.001264,0.000562,0.004715,0.000337,0.000186,0.008154,-0.000034,0.000576,-0.000255,0.000205,-0.000210,0.002828,0.000026,0.000000,0.056175,-0.024604,0.019338,-0.019041,-0.009161,-0.007752,-0.001328,0.013194,-0.002161,-0.001374,-0.004690,0.005173,0.003236,-0.000014,0.000008,-0.000751,-0.000018,0.000035,-0.000013,-0.000007,-0.000007,0.000005,-0.000034,-0.000004,0.000000,-0.000205,0.012016,0.026674,0.114578,0.019631,0.034255,0.167815,0.009759,0.015640,1.664065,0.913509,0.440524,0.604023,0.341318,0.278661,0.224754,0.239059,0.362679,0.155278,0.114581,0.141759,0.170426,0.000876,0.002196,0.018327,0.001109,0.000936,0.002022,0.004457,0.003590,0.000691,0.002228,0.000508,0.000458,0.004857,0.009392,0.020664,0.164605,0.026167,0.049798,0.134974,0.013226,0.012371,1.368433,0.622359,0.334395,0.596544,0.550662,0.399329,0.300374,0.248648,0.387342,0.207382,0.178499,0.165065,0.209611,0.001093,0.003275,0.011843,0.001321,0.000889,0.002039,0.006048,0.005012,0.000849,0.002864,0.000709,0.000589,0.003057,non_speech
0.050715,0.053857,3.289999,0.086248,0.107481,0.185084,0.004889,0.073616,-24.163743,-0.322704,-0.767991,0.917906,-0.645761,0.472157,0.002427,-0.170866,-1.470001,-0.368808,-0.109252,0.084813,-0.094079,0.000629,0.002105,0.011510,0.000906,0.001674,0.002353,0.001667,0.001235,0.000725,0.004366,0.000266,0.000221,0.003265,0.000499,0.001849,-0.001439,0.000448,-0.000492,0.010168,0.000189,0.001044,0.095297,-0.045462,-0.008487,-0.023734,0.014913,0.000679,-0.008074,-0.006460,0.019554,0.005947,0.002641,0.000952,-0.007569,0.000001,0.000091,-0.000640,-0.000024,-0.000033,0.000065,0.000078,0.000062,0.000092,-0.000070,0.000004,0.000010,-0.000158,0.007951,0.020665,0.029530,0.014762,0.028244,0.089942,0.004143,0.010962,1.010270,0.594449,0.366105,0.457673,0.290716,0.310835,0.260889,0.194068,0.343123,0.175437,0.147445,0.190023,0.159367,0.000378,0.001349,0.006838,0.000521,0.000693,0.001956,0.001594,0.001453,0.000777,0.002444,0.000241,0.000250,0.001687,0.008553,0.019430,0.043698,0.019855,0.039901,0.094344,0.005806,0.011975,1.119122,0.674443,0.401780,0.596817,0.428483,0.417509,0.326657,0.278901,0.408835,0.232300,0.180895,0.220096,0.207847,0.000449,0.001858,0.006119,0.000569,0.000798,0.002579,0.002092,0.002014,0.001037,0.002271,0.000323,0.000319,0.001405,non_speech
0.011570,0.132807,3.303869,0.134799,0.259472,0.012955,0.004577,0.012500,-25.325957,3.794090,0.523197,0.320161,0.055294,0.165178,-0.194904,-0.581874,-0.824101,-0.581530,-0.253803,-0.123229,-0.300244,0.008005,0.000086,0.282866,0.015720,0.003952,0.001441,0.001683,0.000053,0.000385,0.000993,0.002170,0.000124,0.077453,0.000000,-0.001382,-0.000346,0.000312,0.000782,-0.000082,0.000025,-0.000431,-0.048726,0.015054,0.011843,0.006967,-0.001743,-0.004304,0.000654,0.008751,0.006984,-0.000546,-0.005355,-0.003991,0.002616,-0.000053,-0.000000,0.001001,0.000175,-0.000023,-0.000001,0.000019,-0.000002,-0.000001,0.000023,0.000060,-0.000000,0.000274,0.001488,0.067713,0.010312,0.017921,0.016375,0.006390,0.004394,0.003807,1.169836,0.701827,0.164114,0.103217,0.131600,0.137302,0.100847,0.084403,0.073705,0.069926,0.091956,0.079900,0.049962,0.002457,0.000043,0.016115,0.004916,0.001324,0.000487,0.000578,0.000044,0.000163,0.000325,0.000994,0.000056,0.004555,0.001425,0.029044,0.014190,0.021408,0.009465,0.009559,0.005886,0.003258,1.777048,1.218505,0.244125,0.170181,0.236870,0.227126,0.170637,0.120183,0.086929,0.119169,0.127781,0.118108,0.086464,0.002462,0.000074,0.011560,0.006042,0.001567,0.000611,0.000821,0.000070,0.000256,0.000357,0.000966,0.000093,0.003281,non_speech
0.055774,0.058060,3.296719,0.095702,0.114823,0.318335,0.003699,0.083303,-23.896995,-0.871523,-0.952780,0.519946,-0.713257,0.418205,0.078181,-0.115181,-1.315934,-0.278541,0.019464,0.164436,-0.161554,0.000511,0.001887,0.003488,0.000521,0.004193,0.002350,0.002105,0.001136,0.001029,0.009289,0.000181,0.000229,0.002964,-0.000817,0.000051,-0.000111,-0.000531,-0.000256,-0.008503,0.000142,-0.000681,0.011539,0.044062,-0.000939,0.010756,0.009199,0.011249,0.001990,0.007359,0.014759,0.007602,0.005823,0.002799,0.002647,0.000010,0.000054,0.000049,0.000006,-0.000094,0.000013,0.000028,0.000007,0.000008,0.000028,0.000004,-0.000000,0.000003,0.008538,0.013938,0.010054,0.016054,0.035220,0.145608,0.002603,0.011254,0.532454,0.505430,0.264899,0.353428,0.243061,0.248980,0.258033,0.158864,0.240459,0.231710,0.177469,0.177165,0.136712,0.000283,0.001357,0.002615,0.000324,0.003704,0.001416,0.001646,0.001038,0.001182,0.006587,0.000096,0.000217,0.001691,0.007653,0.010408,0.014116,0.024444,0.053241,0.117979,0.003890,0.012160,0.713127,0.656305,0.334665,0.385327,0.339528,0.390444,0.377902,0.233823,0.323026,0.319819,0.263043,0.218893,0.214547,0.000373,0.001882,0.001984,0.000431,0.002771,0.002076,0.002482,0.001676,0.001756,0.003936,0.000152,0.000348,0.001136,non_speech
0.038714,0.048296,3.302404,0.083698,0.123250,0.046813,0.003115,0.060095,-25.488237,0.245535,-1.451692,1.035290,-0.613996,0.447734,0.370729,-0.240101,-1.571254,-0.380517,0.056992,0.068641,-0.165052,0.000309,0.000535,0.006650,0.000662,0.000570,0.002342,0.001748,0.000547,0.000197,0.007333,0.000130,0.000071,0.002810,0.000272,-0.001927,-0.000178,-0.000397,-0.000446,-0.000912,0.000029,0.000136,-0.081756,0.019172,-0.012724,0.008646,-0.011003,-0.021165,0.001786,-0.006775,-0.004393,0.006806,-0.004982,-0.009293,0.000901,0.000002,-0.000006,0.000088,0.000012,0.000012,0.000062,0.000008,0.000013,0.000000,-0.000089,0.000000,0.000000,0.000009,0.006039,0.018360,0.014345,0.015851,0.032443,0.031749,0.001902,0.003712,0.925413,0.480779,0.412189,0.362823,0.268147,0.263605,0.265033,0.173912,0.229358,0.187104,0.121561,0.160617,0.143595,0.000194,0.000419,0.003712,0.000552,0.000287,0.001218,0.001471,0.000554,0.000162,0.003984,0.000078,0.000066,0.000808,0.004489,0.008167,0.020311,0.027143,0.055462,0.019509,0.002696,0.003208,0.949362,0.563723,0.477393,0.543775,0.404423,0.360752,0.363377,0.210246,0.359502,0.213211,0.163533,0.156729,0.232835,0.000255,0.000613,0.002353,0.000651,0.000252,0.001485,0.002356,0.000918,0.000227,0.002739,0.000120,0.000106,0.000745,non_speech
